variable,value
n,321730
n_pos,30229
n_neg,291501
n_train,183211
n_train_pos,16664
n_train_neg,166547
n_test,138519
n_test_pos,13565
n_test_neg,124954
Accuracy,0.907
Precision,0.5279
Recall,0.4739
Specificity,0.954
MCC,0.4491
F1,0.4994
AUC,0.7139
AUPR,0.3017
