variable,value
n,4071
n_pos,1987
n_neg,2084
n_train,2318
n_train_pos,1133
n_train_neg,1185
n_test,1753
n_test_pos,854
n_test_neg,899
Accuracy,0.9652
Precision,0.9594
Recall,0.9696
Specificity,0.9611
MCC,0.9304
F1,0.9645
AUC,0.9653
AUPR,0.9451
