variable,value
n,5369
n_pos,2624
n_neg,2745
n_train,4289
n_train_pos,2100
n_train_neg,2189
n_test,1080
n_test_pos,524
n_test_neg,556
Accuracy,0.5167
Precision,0.625
Recall,0.0095
Specificity,0.9946
MCC,0.0242
F1,0.0188
AUC,0.5021
AUPR,0.4865
