variable,value
n,5333
n_pos,2615
n_neg,2718
n_train,4275
n_train_pos,2109
n_train_neg,2166
n_test,1058
n_test_pos,506
n_test_neg,552
Accuracy,0.9707
Precision,0.9559
Recall,0.9842
Specificity,0.9583
MCC,0.9417
F1,0.9698
AUC,0.9713
AUPR,0.9483
