variable,value
n,5439
n_pos,2639
n_neg,2800
n_train,4359
n_train_pos,2110
n_train_neg,2249
n_test,1080
n_test_pos,529
n_test_neg,551
Accuracy,0.9176
Precision,0.9264
Recall,0.9036
Specificity,0.931
MCC,0.8353
F1,0.9148
AUC,0.9173
AUPR,0.8843
