variable,value
n,3867
n_pos,1961
n_neg,1906
n_train,2377
n_train_pos,1216
n_train_neg,1161
n_test,1490
n_test_pos,745
n_test_neg,745
Accuracy,0.8664
Precision,0.798
Recall,0.9812
Specificity,0.7517
MCC,0.753
F1,0.8802
AUC,0.8664
AUPR,0.7924
