variable,value
n,5507
n_pos,2695
n_neg,2812
n_train,4437
n_train_pos,2164
n_train_neg,2273
n_test,1070
n_test_pos,531
n_test_neg,539
Accuracy,0.8458
Precision,0.9575
Recall,0.7213
Specificity,0.9685
MCC,0.7128
F1,0.8228
AUC,0.8449
AUPR,0.8289
