variable,value
n,25886
n_pos,13031
n_neg,12855
n_train,13555
n_train_pos,6805
n_train_neg,6750
n_test,12331
n_test_pos,6226
n_test_neg,6105
Accuracy,0.8771
Precision,0.8617
Recall,0.9014
Specificity,0.8524
MCC,0.755
F1,0.8811
AUC,0.8769
AUPR,0.8265
