variable,value
n,78753
n_pos,39816
n_neg,38937
n_train,66477
n_train_pos,33604
n_train_neg,32873
n_test,12276
n_test_pos,6212
n_test_neg,6064
Accuracy,0.8706
Precision,0.8071
Recall,0.9779
Specificity,0.7606
MCC,0.7581
F1,0.8843
AUC,0.8693
AUPR,0.8005
