variable,value
n,28620
n_pos,14310
n_neg,14310
n_train,19564
n_train_pos,9782
n_train_neg,9782
n_test,9056
n_test_pos,4528
n_test_neg,4528
Accuracy,0.5137
Precision,0.5117
Recall,0.5987
Specificity,0.4287
MCC,0.0278
F1,0.5518
AUC,0.5137
AUPR,0.507
