variable,value
n,5362
n_pos,2615
n_neg,2747
n_train,4311
n_train_pos,2093
n_train_neg,2218
n_test,1051
n_test_pos,522
n_test_neg,529
Accuracy,0.8991
Precision,0.986
Recall,0.8084
Specificity,0.9887
MCC,0.8112
F1,0.8884
AUC,0.8985
AUPR,0.8922
