variable,value
n,5613
n_pos,2783
n_neg,2830
n_train,4034
n_train_pos,1985
n_train_neg,2049
n_test,1579
n_test_pos,798
n_test_neg,781
Accuracy,0.867
Precision,0.8621
Recall,0.8772
Specificity,0.8566
MCC,0.734
F1,0.8696
AUC,0.8669
AUPR,0.8183
