variable,value
n,5465
n_pos,2657
n_neg,2808
n_train,4385
n_train_pos,2130
n_train_neg,2255
n_test,1080
n_test_pos,527
n_test_neg,553
Accuracy,0.9148
Precision,0.9677
Recall,0.8539
Specificity,0.9729
MCC,0.8346
F1,0.9073
AUC,0.9134
AUPR,0.8976
