variable,value
n,8005
n_pos,3969
n_neg,4036
n_train,4034
n_train_pos,1985
n_train_neg,2049
n_test,3971
n_test_pos,1984
n_test_neg,1987
Accuracy,0.5034
Precision,0.5015
Recall,0.9899
Specificity,0.0176
MCC,0.0322
F1,0.6658
AUC,0.5038
AUPR,0.5015
