variable,value
n,27001
n_pos,12825
n_neg,14176
n_train,19024
n_train_pos,9055
n_train_neg,9969
n_test,7977
n_test_pos,3770
n_test_neg,4207
Accuracy,0.8436
Precision,0.7536
Recall,0.9939
Specificity,0.7088
MCC,0.724
F1,0.8572
AUC,0.8514
AUPR,0.7519
