variable,value
n,43789
n_pos,21906
n_neg,21883
n_train,30062
n_train_pos,15042
n_train_neg,15020
n_test,13727
n_test_pos,6864
n_test_neg,6863
Accuracy,0.5253
Precision,0.637
Recall,0.1179
Specificity,0.9328
MCC,0.0875
F1,0.1989
AUC,0.5253
AUPR,0.5162
