variable,value
n,9810
n_pos,4905
n_neg,4905
n_train,7891
n_train_pos,3945
n_train_neg,3946
n_test,1919
n_test_pos,960
n_test_neg,959
Accuracy,0.7431
Precision,0.7296
Recall,0.7729
Specificity,0.7132
MCC,0.487
F1,0.7506
AUC,0.7431
AUPR,0.6775
