variable,value
n,6111
n_pos,3059
n_neg,3052
n_train,4747
n_train_pos,2377
n_train_neg,2370
n_test,1364
n_test_pos,682
n_test_neg,682
Accuracy,0.5565
Precision,0.5456
Recall,0.676
Specificity,0.437
MCC,0.1163
F1,0.6038
AUC,0.5565
AUPR,0.5308
