variable,value
n,5431
n_pos,2641
n_neg,2790
n_train,4373
n_train_pos,2135
n_train_neg,2238
n_test,1058
n_test_pos,506
n_test_neg,552
Accuracy,0.7543
Precision,0.6752
Recall,0.9368
Specificity,0.587
MCC,0.5537
F1,0.7848
AUC,0.7619
AUPR,0.6628
