variable,value
n,25650
n_pos,12960
n_neg,12690
n_train,12632
n_train_pos,6391
n_train_neg,6241
n_test,13018
n_test_pos,6569
n_test_neg,6449
Accuracy,0.8799
Precision,0.8668
Recall,0.9004
Specificity,0.859
MCC,0.7603
F1,0.8833
AUC,0.8797
AUPR,0.8307
