variable,value
n,9662
n_pos,4824
n_neg,4838
n_train,7753
n_train_pos,3868
n_train_neg,3885
n_test,1909
n_test_pos,956
n_test_neg,953
Accuracy,0.9251
Precision,0.9452
Recall,0.9027
Specificity,0.9475
MCC,0.8511
F1,0.9235
AUC,0.9251
AUPR,0.902
