variable,value
n,9657
n_pos,4824
n_neg,4833
n_train,7668
n_train_pos,3833
n_train_neg,3835
n_test,1989
n_test_pos,991
n_test_neg,998
Accuracy,0.6843
Precision,0.7763
Recall,0.5146
Specificity,0.8527
MCC,0.3905
F1,0.6189
AUC,0.6837
AUPR,0.6413
