variable,value
n,5366
n_pos,2615
n_neg,2751
n_train,4269
n_train_pos,2066
n_train_neg,2203
n_test,1097
n_test_pos,549
n_test_neg,548
Accuracy,0.9872
Precision,0.9855
Recall,0.9891
Specificity,0.9854
MCC,0.9745
F1,0.9873
AUC,0.9872
AUPR,0.9802
