variable,value
n,9661
n_pos,4824
n_neg,4837
n_train,7742
n_train_pos,3864
n_train_neg,3878
n_test,1919
n_test_pos,960
n_test_neg,959
Accuracy,0.6191
Precision,0.5731
Recall,0.9354
Specificity,0.3024
MCC,0.3072
F1,0.7107
AUC,0.6189
AUPR,0.5684
