variable,value
n,51667
n_pos,24506
n_neg,27161
n_train,41392
n_train_pos,19636
n_train_neg,21756
n_test,10275
n_test_pos,4870
n_test_neg,5405
Accuracy,0.9862
Precision,0.9886
Recall,0.9821
Specificity,0.9898
MCC,0.9723
F1,0.9854
AUC,0.986
AUPR,0.9794
