variable,value
n,5363
n_pos,2615
n_neg,2748
n_train,4318
n_train_pos,2110
n_train_neg,2208
n_test,1045
n_test_pos,505
n_test_neg,540
Accuracy,0.8641
Precision,0.9866
Recall,0.7287
Specificity,0.9907
MCC,0.7504
F1,0.8383
AUC,0.8597
AUPR,0.85
