variable,value
n,25886
n_pos,13031
n_neg,12855
n_train,13555
n_train_pos,6805
n_train_neg,6750
n_test,12331
n_test_pos,6226
n_test_neg,6105
Accuracy,0.7598
Precision,0.7971
Recall,0.7033
Specificity,0.8174
MCC,0.5238
F1,0.7473
AUC,0.7604
AUPR,0.7104
