variable,value
n,9602
n_pos,4815
n_neg,4787
n_train,7656
n_train_pos,3828
n_train_neg,3828
n_test,1946
n_test_pos,987
n_test_neg,959
Accuracy,0.7955
Precision,0.7699
Recall,0.8511
Specificity,0.7383
MCC,0.5937
F1,0.8085
AUC,0.7947
AUPR,0.7308
