variable,value
n,5333
n_pos,2615
n_neg,2718
n_train,4275
n_train_pos,2109
n_train_neg,2166
n_test,1058
n_test_pos,506
n_test_neg,552
Accuracy,0.9423
Precision,0.989
Recall,0.8893
Specificity,0.9909
MCC,0.8882
F1,0.9365
AUC,0.9401
AUPR,0.9325
