variable,value
n,49914
n_pos,24971
n_neg,24943
n_train,39584
n_train_pos,19806
n_train_neg,19778
n_test,10330
n_test_pos,5165
n_test_neg,5165
Accuracy,0.4994
Precision,0.4286
Recall,0.0035
Specificity,0.9954
MCC,-0.0091
F1,0.0069
AUC,0.4994
AUPR,0.4998
