variable,value
n,32541
n_pos,15449
n_neg,17092
n_train,24564
n_train_pos,11679
n_train_neg,12885
n_test,7977
n_test_pos,3770
n_test_neg,4207
Accuracy,0.5078
Precision,0.487
Recall,0.7724
Specificity,0.2707
MCC,0.0497
F1,0.5973
AUC,0.5216
AUPR,0.4837
