variable,value
n,34538
n_pos,17269
n_neg,17269
n_train,34026
n_train_pos,17013
n_train_neg,17013
n_test,512
n_test_pos,256
n_test_neg,256
Accuracy,0.6211
Precision,0.6462
Recall,0.5352
Specificity,0.707
MCC,0.2458
F1,0.5855
AUC,0.6211
AUPR,0.5783
