variable,value
n,9810
n_pos,4905
n_neg,4905
n_train,7891
n_train_pos,3945
n_train_neg,3946
n_test,1919
n_test_pos,960
n_test_neg,959
Accuracy,0.7863
Precision,0.9117
Recall,0.6344
Specificity,0.9385
MCC,0.6013
F1,0.7482
AUC,0.7864
AUPR,0.7613
