variable,value
n,5369
n_pos,2615
n_neg,2754
n_train,4267
n_train_pos,2080
n_train_neg,2187
n_test,1102
n_test_pos,535
n_test_neg,567
Accuracy,0.9328
Precision,0.9832
Recall,0.8766
Specificity,0.9859
MCC,0.87
F1,0.9269
AUC,0.9313
AUPR,0.9218
