variable,value
n,5369
n_pos,2615
n_neg,2754
n_train,4276
n_train_pos,2088
n_train_neg,2188
n_test,1093
n_test_pos,527
n_test_neg,566
Accuracy,0.4739
Precision,0.4714
Recall,0.7495
Specificity,0.2173
MCC,-0.0392
F1,0.5788
AUC,0.4834
AUPR,0.4741
