variable,value
n,5366
n_pos,2615
n_neg,2751
n_train,4269
n_train_pos,2066
n_train_neg,2203
n_test,1097
n_test_pos,549
n_test_neg,548
Accuracy,0.876
Precision,0.8579
Recall,0.9016
Specificity,0.8504
MCC,0.753
F1,0.8792
AUC,0.876
AUPR,0.8227
