variable,value
n,5439
n_pos,2639
n_neg,2800
n_train,4359
n_train_pos,2110
n_train_neg,2249
n_test,1080
n_test_pos,529
n_test_neg,551
Accuracy,0.8954
Precision,0.9078
Recall,0.8752
Specificity,0.9147
MCC,0.791
F1,0.8912
AUC,0.895
AUPR,0.8557
