variable,value
n,426569
n_pos,38803
n_neg,387766
n_train,379384
n_train_pos,34514
n_train_neg,344870
n_test,47185
n_test_pos,4289
n_test_neg,42896
Accuracy,0.953
Precision,0.7836
Recall,0.6671
Specificity,0.9816
MCC,0.6979
F1,0.7207
AUC,0.8243
AUPR,0.553
