variable,value
n,5431
n_pos,2636
n_neg,2795
n_train,4358
n_train_pos,2116
n_train_neg,2242
n_test,1073
n_test_pos,520
n_test_neg,553
Accuracy,0.7064
Precision,0.9952
Recall,0.3962
Specificity,0.9982
MCC,0.4995
F1,0.5667
AUC,0.6972
AUPR,0.6869
