variable,value
n,43588
n_pos,20734
n_neg,22854
n_train,19024
n_train_pos,9055
n_train_neg,9969
n_test,24564
n_test_pos,11679
n_test_neg,12885
Accuracy,0.9148
Precision,0.9423
Recall,0.8743
Specificity,0.9515
MCC,0.8306
F1,0.907
AUC,0.9129
AUPR,0.8836
