variable,value
n,426036
n_pos,38753
n_neg,387283
n_train,378852
n_train_pos,34464
n_train_neg,344388
n_test,47184
n_test_pos,4289
n_test_neg,42895
Accuracy,0.9593
Precision,0.8487
Recall,0.6724
Specificity,0.988
MCC,0.7344
F1,0.7504
AUC,0.8302
AUPR,0.6005
