variable,value
n,5439
n_pos,2646
n_neg,2793
n_train,4342
n_train_pos,2115
n_train_neg,2227
n_test,1097
n_test_pos,531
n_test_neg,566
Accuracy,0.938
Precision,0.9754
Recall,0.8945
Specificity,0.9788
MCC,0.8784
F1,0.9332
AUC,0.9367
AUPR,0.9235
