variable,value
n,29538
n_pos,14769
n_neg,14769
n_train,20482
n_train_pos,10241
n_train_neg,10241
n_test,9056
n_test_pos,4528
n_test_neg,4528
Accuracy,0.9697
Precision,0.991
Recall,0.9481
Specificity,0.9914
MCC,0.9404
F1,0.9691
AUC,0.9697
AUPR,0.9655
