variable,value
n,5369
n_pos,2615
n_neg,2754
n_train,4267
n_train_pos,2080
n_train_neg,2187
n_test,1102
n_test_pos,535
n_test_neg,567
Accuracy,0.9728
Precision,0.9616
Recall,0.9832
Specificity,0.963
MCC,0.9458
F1,0.9723
AUC,0.9731
AUPR,0.9536
