variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7704
n_train_pos,3853
n_train_neg,3851
n_test,1959
n_test_pos,971
n_test_neg,988
Accuracy,0.927
Precision,0.9331
Recall,0.9186
Specificity,0.9352
MCC,0.8541
F1,0.9258
AUC,0.9269
AUPR,0.8975
