variable,value
n,8114
n_pos,4085
n_neg,4029
n_train,3375
n_train_pos,1708
n_train_neg,1667
n_test,4739
n_test_pos,2377
n_test_neg,2362
Accuracy,0.7476
Precision,0.6952
Recall,0.8847
Specificity,0.6097
MCC,0.5145
F1,0.7786
AUC,0.7472
AUPR,0.6729
