variable,value
n,5358
n_pos,2615
n_neg,2743
n_train,4288
n_train_pos,2084
n_train_neg,2204
n_test,1070
n_test_pos,531
n_test_neg,539
Accuracy,0.9495
Precision,0.9704
Recall,0.9266
Specificity,0.9722
MCC,0.8999
F1,0.948
AUC,0.9494
AUPR,0.9356
