variable,value
n,68425
n_pos,34228
n_neg,34197
n_train,28841
n_train_pos,14422
n_train_neg,14419
n_test,39584
n_test_pos,19806
n_test_neg,19778
Accuracy,0.7534
Precision,0.8381
Recall,0.6284
Specificity,0.8785
MCC,0.5235
F1,0.7183
AUC,0.7534
AUPR,0.7126
