variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7733
n_train_pos,3854
n_train_neg,3879
n_test,1930
n_test_pos,970
n_test_neg,960
Accuracy,0.9264
Precision,0.953
Recall,0.8979
Specificity,0.9552
MCC,0.8543
F1,0.9246
AUC,0.9266
AUPR,0.907
