variable,value
n,9778
n_pos,4895
n_neg,4883
n_train,7848
n_train_pos,3925
n_train_neg,3923
n_test,1930
n_test_pos,970
n_test_neg,960
Accuracy,0.8394
Precision,0.8976
Recall,0.768
Specificity,0.9115
MCC,0.6862
F1,0.8278
AUC,0.8397
AUPR,0.806
