variable,value
n,153355
n_pos,77144
n_neg,76211
n_train,109777
n_train_pos,55313
n_train_neg,54464
n_test,43578
n_test_pos,21831
n_test_neg,21747
Accuracy,0.5205
Precision,0.5191
Recall,0.5819
Specificity,0.4588
MCC,0.0411
F1,0.5487
AUC,0.5204
AUPR,0.5115
