variable,value
n,426569
n_pos,38803
n_neg,387766
n_train,379384
n_train_pos,34514
n_train_neg,344870
n_test,47185
n_test_pos,4289
n_test_neg,42896
Accuracy,0.945
Precision,0.7297
Recall,0.6281
Specificity,0.9767
MCC,0.6474
F1,0.6751
AUC,0.8024
AUPR,0.4921
