variable,value
n,9703
n_pos,4833
n_neg,4870
n_train,7728
n_train_pos,3855
n_train_neg,3873
n_test,1975
n_test_pos,978
n_test_neg,997
Accuracy,0.718
Precision,0.6696
Recall,0.8497
Specificity,0.5888
MCC,0.4536
F1,0.749
AUC,0.7192
AUPR,0.6434
