variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7754
n_train_pos,3872
n_train_neg,3882
n_test,1909
n_test_pos,952
n_test_neg,957
Accuracy,0.6983
Precision,0.6414
Recall,0.896
Specificity,0.5016
MCC,0.4324
F1,0.7476
AUC,0.6988
AUPR,0.6265
