variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7733
n_train_pos,3854
n_train_neg,3879
n_test,1930
n_test_pos,970
n_test_neg,960
Accuracy,0.6974
Precision,0.6386
Recall,0.9165
Specificity,0.476
MCC,0.4377
F1,0.7528
AUC,0.6963
AUPR,0.6273
