variable,value
n,153355
n_pos,77144
n_neg,76211
n_train,109777
n_train_pos,55313
n_train_neg,54464
n_test,43578
n_test_pos,21831
n_test_neg,21747
Accuracy,0.515
Precision,0.5135
Recall,0.607
Specificity,0.4227
MCC,0.0302
F1,0.5563
AUC,0.5148
AUPR,0.5086
