variable,value
n,9783
n_pos,4890
n_neg,4893
n_train,7824
n_train_pos,3919
n_train_neg,3905
n_test,1959
n_test_pos,971
n_test_neg,988
Accuracy,0.8224
Precision,0.845
Recall,0.7858
Specificity,0.8583
MCC,0.646
F1,0.8143
AUC,0.822
AUPR,0.7701
