variable,value
n,9832
n_pos,4921
n_neg,4911
n_train,7923
n_train_pos,3965
n_train_neg,3958
n_test,1909
n_test_pos,956
n_test_neg,953
Accuracy,0.8376
Precision,0.8565
Recall,0.8117
Specificity,0.8636
MCC,0.6762
F1,0.8335
AUC,0.8377
AUPR,0.7895
