variable,value
n,9694
n_pos,4840
n_neg,4854
n_train,7703
n_train_pos,3849
n_train_neg,3854
n_test,1991
n_test_pos,991
n_test_neg,1000
Accuracy,0.7223
Precision,0.6998
Recall,0.774
Specificity,0.671
MCC,0.4472
F1,0.735
AUC,0.7225
AUPR,0.6541
